Date,Store_ID,Item_ID,Medicine_Name,Category,Base_Price,Promotion,Holiday,Units_Sold
2025-11-28,Clarkson's Pharma,M117,BP Tablet,Cardiac,320,1,0,95
2025-12-08,City Medicals,M113,Digene,Antacid,60,0,0,88
2025-08-05,Clarkson's Pharma,M113,Digene,Antacid,60,1,0,107
2025-09-07,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,0,0,76
2025-09-18,Sara Medicos,M120,Hand Sanitizer,Hygiene,90,0,0,71
2025-04-12,City Medicals,M105,ORS,Hydration,25,0,1,91
2025-10-04,Lakshya Medicals,M118,Asthma Inhaler,Respiratory,450,1,0,88
2025-10-24,Clarkson's Pharma,M106,Insulin,Diabetes,550,1,0,75
2025-02-21,Chen Drugstore,M108,Amoxicillin,Antibiotic,180,0,0,69
2025-11-20,Apollo Pharmacy,M114,Pantoprazole,Antacid,110,0,0,61
2025-11-13,Claire Drughouse,M120,Hand Sanitizer,Hygiene,90,1,0,102
2025-12-12,SmartMed Pharmacy,M114,Pantoprazole,Antacid,110,0,0,78
2025-02-25,HealthMart,M116,Iron Tablet,Supplement,180,0,0,85
2025-12-15,City Medicals,M118,Asthma Inhaler,Respiratory,450,0,0,58
2025-09-19,City Medicals,M108,Amoxicillin,Antibiotic,180,1,0,102
2025-09-13,Sara Medicos,M108,Amoxicillin,Antibiotic,180,0,0,74
2025-05-10,City Medicals,M117,BP Tablet,Cardiac,320,0,0,76
2025-10-07,SmartMed Pharmacy,M116,Iron Tablet,Supplement,180,0,0,85
2025-02-08,Chen Drugstore,M118,Asthma Inhaler,Respiratory,450,0,0,66
2025-03-29,Chen Drugstore,M111,Benadryl,Cough,90,0,0,78
2025-06-13,SmartMed Pharmacy,M110,Cetirizine,Allergy,40,0,0,88
2025-02-27,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,0,0,53
2025-12-07,Chen Drugstore,M105,ORS,Hydration,25,0,0,102
2025-01-27,SmartMed Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,61
2025-03-08,Sara Medicos,M106,Insulin,Diabetes,550,0,0,64
2025-04-05,Lakshya Medicals,M102,Crocin,Painkiller,35,0,0,77
2025-12-05,BMS Pharmacy,M106,Insulin,Diabetes,550,1,0,59
2025-08-18,City Medicals,M104,Vitamin C,Vitamin,120,1,0,97
2025-01-18,City Medicals,M114,Pantoprazole,Antacid,110,0,0,97
2025-01-22,Lakshya Medicals,M106,Insulin,Diabetes,550,0,0,57
2025-03-23,HealthMart,M105,ORS,Hydration,25,0,0,86
2025-10-04,Chen Drugstore,M108,Amoxicillin,Antibiotic,180,0,0,95
2025-10-19,Sara Medicos,M116,Iron Tablet,Supplement,180,1,0,89
2025-12-07,BMS Pharmacy,M113,Digene,Antacid,60,0,0,79
2025-09-18,HealthMart,M119,Eye Drops,Eye Care,160,0,0,66
2025-12-19,City Medicals,M111,Benadryl,Cough,90,0,0,62
2025-09-18,Claire Drughouse,M108,Amoxicillin,Antibiotic,180,0,0,81
2025-05-22,BMS Pharmacy,M101,Paracetamol,Painkiller,25,1,0,97
2025-08-30,Chen Drugstore,M117,BP Tablet,Cardiac,320,0,1,102
2025-02-19,Claire Drughouse,M107,Metformin,Diabetes,80,0,0,67
2025-05-18,SmartMed Pharmacy,M117,BP Tablet,Cardiac,320,0,0,77
2025-11-08,SmartMed Pharmacy,M117,BP Tablet,Cardiac,320,0,0,89
2025-08-06,Claire Drughouse,M104,Vitamin C,Vitamin,120,1,0,92
2025-01-19,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,1,0,113
2025-06-26,HealthMart,M114,Pantoprazole,Antacid,110,0,0,82
2025-12-07,HealthMart,M120,Hand Sanitizer,Hygiene,90,0,0,87
2025-09-24,Claire Drughouse,M114,Pantoprazole,Antacid,110,1,1,103
2025-12-13,Chen Drugstore,M116,Iron Tablet,Supplement,180,1,0,98
2025-09-16,Chen Drugstore,M112,Cough Syrup,Cough,140,0,1,86
2025-12-27,HealthMart,M110,Cetirizine,Allergy,40,0,0,81
2025-10-04,BMS Pharmacy,M106,Insulin,Diabetes,550,1,1,93
2025-04-25,Chen Drugstore,M120,Hand Sanitizer,Hygiene,90,1,0,92
2025-09-09,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,0,0,86
2025-03-17,Lakshya Medicals,M102,Crocin,Painkiller,35,0,0,63
2025-12-31,HealthMart,M114,Pantoprazole,Antacid,110,1,1,116
2025-03-14,City Medicals,M116,Iron Tablet,Supplement,180,0,0,62
2025-12-21,Apollo Pharmacy,M101,Paracetamol,Painkiller,25,0,1,110
2025-08-18,Chen Drugstore,M105,ORS,Hydration,25,1,0,85
2025-02-21,Apollo Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,86
2025-04-08,Chen Drugstore,M109,Azithromycin,Antibiotic,220,1,1,108
2025-12-09,Lakshya Medicals,M113,Digene,Antacid,60,0,0,89
2025-03-20,SmartMed Pharmacy,M116,Iron Tablet,Supplement,180,0,0,73
2025-01-03,Lakshya Medicals,M119,Eye Drops,Eye Care,160,1,0,92
2025-11-14,SmartMed Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,0,95
2025-07-19,Chen Drugstore,M111,Benadryl,Cough,90,1,0,120
2025-01-14,SmartMed Pharmacy,M105,ORS,Hydration,25,0,0,86
2025-03-27,Clarkson's Pharma,M112,Cough Syrup,Cough,140,1,0,88
2025-07-10,Lakshya Medicals,M104,Vitamin C,Vitamin,120,0,0,67
2025-10-22,City Medicals,M106,Insulin,Diabetes,550,1,0,65
2025-04-12,HealthMart,M118,Asthma Inhaler,Respiratory,450,1,0,92
2025-09-10,SmartMed Pharmacy,M106,Insulin,Diabetes,550,0,0,55
2025-12-12,City Medicals,M113,Digene,Antacid,60,0,0,74
2025-09-20,Clarkson's Pharma,M118,Asthma Inhaler,Respiratory,450,0,0,69
2025-08-18,Lakshya Medicals,M118,Asthma Inhaler,Respiratory,450,1,0,90
2025-03-03,Lakshya Medicals,M105,ORS,Hydration,25,0,0,89
2025-01-07,BMS Pharmacy,M112,Cough Syrup,Cough,140,1,0,80
2025-01-30,Chen Drugstore,M114,Pantoprazole,Antacid,110,0,0,87
2025-11-07,SmartMed Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,71
2025-07-27,SmartMed Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,0,95
2025-02-27,Chen Drugstore,M103,Dolo 650,Painkiller,30,0,0,67
2025-11-24,HealthMart,M114,Pantoprazole,Antacid,110,1,0,95
2025-09-03,Lakshya Medicals,M101,Paracetamol,Painkiller,25,0,0,84
2025-02-21,Apollo Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,0,107
2025-08-24,HealthMart,M110,Cetirizine,Allergy,40,0,0,100
2025-12-29,Lakshya Medicals,M113,Digene,Antacid,60,0,0,66
2025-09-25,Clarkson's Pharma,M107,Metformin,Diabetes,80,0,1,87
2025-09-17,SmartMed Pharmacy,M104,Vitamin C,Vitamin,120,0,0,65
2025-01-23,Chen Drugstore,M112,Cough Syrup,Cough,140,0,1,85
2025-08-14,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,0,0,88
2025-05-22,BMS Pharmacy,M112,Cough Syrup,Cough,140,0,0,85
2025-03-13,Clarkson's Pharma,M117,BP Tablet,Cardiac,320,1,1,99
2025-12-23,Lakshya Medicals,M111,Benadryl,Cough,90,0,1,86
2025-05-23,HealthMart,M103,Dolo 650,Painkiller,30,0,0,91
2025-02-20,Clarkson's Pharma,M103,Dolo 650,Painkiller,30,1,0,90
2025-03-30,BMS Pharmacy,M107,Metformin,Diabetes,80,0,0,72
2025-05-13,Sara Medicos,M101,Paracetamol,Painkiller,25,0,0,78
2025-06-30,City Medicals,M117,BP Tablet,Cardiac,320,0,0,63
2025-02-25,Chen Drugstore,M115,Calcium Tablet,Supplement,250,1,0,78
2025-04-15,City Medicals,M115,Calcium Tablet,Supplement,250,0,0,69
2025-07-25,Sara Medicos,M111,Benadryl,Cough,90,1,0,108
2025-04-23,City Medicals,M117,BP Tablet,Cardiac,320,0,0,72
2025-06-21,Claire Drughouse,M116,Iron Tablet,Supplement,180,0,0,79
2025-09-11,Clarkson's Pharma,M115,Calcium Tablet,Supplement,250,0,0,57
2025-08-12,Chen Drugstore,M113,Digene,Antacid,60,0,0,92
2025-08-02,HealthMart,M113,Digene,Antacid,60,1,0,101
2025-12-28,BMS Pharmacy,M119,Eye Drops,Eye Care,160,1,0,111
2025-09-17,Claire Drughouse,M118,Asthma Inhaler,Respiratory,450,1,0,82
2025-07-21,Lakshya Medicals,M115,Calcium Tablet,Supplement,250,1,0,78
2025-11-02,Claire Drughouse,M102,Crocin,Painkiller,35,0,0,91
2025-03-11,Lakshya Medicals,M116,Iron Tablet,Supplement,180,0,0,76
2025-01-29,SmartMed Pharmacy,M111,Benadryl,Cough,90,0,0,73
2025-03-14,SmartMed Pharmacy,M110,Cetirizine,Allergy,40,0,0,71
2025-05-16,Apollo Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,68
2025-10-25,Chen Drugstore,M105,ORS,Hydration,25,1,0,120
2025-10-09,HealthMart,M116,Iron Tablet,Supplement,180,0,0,67
2025-05-17,Apollo Pharmacy,M108,Amoxicillin,Antibiotic,180,1,0,91
2025-06-03,HealthMart,M106,Insulin,Diabetes,550,0,0,58
2025-02-21,Sara Medicos,M110,Cetirizine,Allergy,40,0,0,93
2025-04-29,Chen Drugstore,M105,ORS,Hydration,25,1,0,112
2025-07-18,Lakshya Medicals,M109,Azithromycin,Antibiotic,220,0,0,76
2025-03-17,HealthMart,M110,Cetirizine,Allergy,40,0,0,90
2025-12-11,Claire Drughouse,M102,Crocin,Painkiller,35,1,0,93
2025-05-07,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,1,1,94
2025-01-18,Claire Drughouse,M106,Insulin,Diabetes,550,0,0,59
2025-04-07,City Medicals,M105,ORS,Hydration,25,1,1,101
2025-01-13,Claire Drughouse,M117,BP Tablet,Cardiac,320,0,0,60
2025-05-19,Lakshya Medicals,M104,Vitamin C,Vitamin,120,0,0,65
2025-06-18,Chen Drugstore,M108,Amoxicillin,Antibiotic,180,0,0,58
2025-04-28,SmartMed Pharmacy,M101,Paracetamol,Painkiller,25,0,0,88
2025-09-24,City Medicals,M111,Benadryl,Cough,90,1,0,109
2025-04-19,Chen Drugstore,M105,ORS,Hydration,25,0,0,92
2025-12-20,BMS Pharmacy,M111,Benadryl,Cough,90,0,0,81
2025-09-18,City Medicals,M111,Benadryl,Cough,90,0,0,70
2025-11-01,Chen Drugstore,M116,Iron Tablet,Supplement,180,0,0,72
2025-09-29,Sara Medicos,M105,ORS,Hydration,25,1,0,106
2025-08-30,Chen Drugstore,M101,Paracetamol,Painkiller,25,1,0,112
2025-05-29,HealthMart,M106,Insulin,Diabetes,550,1,1,85
2025-09-22,Clarkson's Pharma,M118,Asthma Inhaler,Respiratory,450,0,0,48
2025-11-14,HealthMart,M108,Amoxicillin,Antibiotic,180,0,0,85
2025-05-22,Sara Medicos,M108,Amoxicillin,Antibiotic,180,0,0,62
2025-01-12,City Medicals,M119,Eye Drops,Eye Care,160,1,0,103
2025-09-19,Apollo Pharmacy,M102,Crocin,Painkiller,35,0,0,66
2025-10-20,Claire Drughouse,M112,Cough Syrup,Cough,140,1,0,88
2025-12-16,Lakshya Medicals,M107,Metformin,Diabetes,80,1,0,85
2025-12-07,Sara Medicos,M120,Hand Sanitizer,Hygiene,90,0,0,77
2025-05-15,Chen Drugstore,M116,Iron Tablet,Supplement,180,1,0,97
2025-11-08,Lakshya Medicals,M106,Insulin,Diabetes,550,0,0,67
2025-08-23,Lakshya Medicals,M115,Calcium Tablet,Supplement,250,0,0,69
2025-08-26,HealthMart,M113,Digene,Antacid,60,1,0,108
2025-04-27,Sara Medicos,M105,ORS,Hydration,25,1,1,125
2025-08-29,Sara Medicos,M114,Pantoprazole,Antacid,110,0,0,86
2025-08-04,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,1,0,85
2025-12-21,Chen Drugstore,M111,Benadryl,Cough,90,0,0,82
2025-09-16,Lakshya Medicals,M102,Crocin,Painkiller,35,0,0,80
2025-04-03,HealthMart,M107,Metformin,Diabetes,80,0,0,65
2025-04-16,HealthMart,M111,Benadryl,Cough,90,0,1,94
2025-03-28,BMS Pharmacy,M108,Amoxicillin,Antibiotic,180,1,0,106
2025-05-29,Chen Drugstore,M118,Asthma Inhaler,Respiratory,450,0,0,60
2025-02-06,Lakshya Medicals,M112,Cough Syrup,Cough,140,0,0,66
2025-12-04,SmartMed Pharmacy,M104,Vitamin C,Vitamin,120,1,1,105
2025-10-31,BMS Pharmacy,M107,Metformin,Diabetes,80,0,0,61
2025-10-11,City Medicals,M110,Cetirizine,Allergy,40,0,0,103
2025-02-19,HealthMart,M119,Eye Drops,Eye Care,160,1,0,80
2025-08-21,SmartMed Pharmacy,M113,Digene,Antacid,60,0,0,63
2025-12-08,Chen Drugstore,M110,Cetirizine,Allergy,40,0,0,69
2025-05-05,SmartMed Pharmacy,M105,ORS,Hydration,25,0,0,82
2025-11-14,Sara Medicos,M112,Cough Syrup,Cough,140,0,0,84
2025-11-09,Sara Medicos,M104,Vitamin C,Vitamin,120,0,1,104
2025-10-20,City Medicals,M117,BP Tablet,Cardiac,320,0,0,57
2025-06-25,Chen Drugstore,M103,Dolo 650,Painkiller,30,0,0,76
2025-01-10,SmartMed Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,76
2025-07-01,Clarkson's Pharma,M114,Pantoprazole,Antacid,110,1,0,109
2025-06-26,Chen Drugstore,M102,Crocin,Painkiller,35,0,1,85
2025-06-20,Lakshya Medicals,M110,Cetirizine,Allergy,40,1,1,114
2025-11-01,Chen Drugstore,M101,Paracetamol,Painkiller,25,0,1,90
2025-09-12,Chen Drugstore,M113,Digene,Antacid,60,1,0,94
2025-12-08,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,0,0,71
2025-03-08,SmartMed Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,68
2025-11-16,Sara Medicos,M117,BP Tablet,Cardiac,320,1,0,88
2025-08-16,BMS Pharmacy,M114,Pantoprazole,Antacid,110,1,1,126
2025-12-22,Lakshya Medicals,M101,Paracetamol,Painkiller,25,0,0,88
2025-11-13,Claire Drughouse,M101,Paracetamol,Painkiller,25,0,0,89
2025-05-18,Apollo Pharmacy,M102,Crocin,Painkiller,35,0,0,86
2025-10-31,BMS Pharmacy,M114,Pantoprazole,Antacid,110,1,0,101
2025-08-30,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,0,0,74
2025-12-03,HealthMart,M119,Eye Drops,Eye Care,160,0,0,59
2025-04-02,SmartMed Pharmacy,M114,Pantoprazole,Antacid,110,0,0,64
2025-02-05,HealthMart,M118,Asthma Inhaler,Respiratory,450,0,1,65
2025-08-04,Chen Drugstore,M108,Amoxicillin,Antibiotic,180,0,0,59
2025-06-01,Lakshya Medicals,M118,Asthma Inhaler,Respiratory,450,0,0,67
2025-03-29,SmartMed Pharmacy,M113,Digene,Antacid,60,1,0,118
2025-03-31,Sara Medicos,M108,Amoxicillin,Antibiotic,180,0,1,81
2025-03-02,HealthMart,M120,Hand Sanitizer,Hygiene,90,0,0,97
2025-11-17,HealthMart,M103,Dolo 650,Painkiller,30,0,0,78
2025-04-23,Chen Drugstore,M106,Insulin,Diabetes,550,0,0,65
2025-12-02,Clarkson's Pharma,M114,Pantoprazole,Antacid,110,0,0,61
2025-07-19,City Medicals,M110,Cetirizine,Allergy,40,0,0,80
2025-07-22,Apollo Pharmacy,M114,Pantoprazole,Antacid,110,1,0,80
2025-11-07,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,1,0,101
2025-03-06,BMS Pharmacy,M102,Crocin,Painkiller,35,1,1,109
2025-04-28,Lakshya Medicals,M118,Asthma Inhaler,Respiratory,450,0,0,66
2025-03-12,BMS Pharmacy,M110,Cetirizine,Allergy,40,0,0,74
2025-04-12,Apollo Pharmacy,M117,BP Tablet,Cardiac,320,1,0,82
2025-09-08,SmartMed Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,54
2025-05-07,HealthMart,M114,Pantoprazole,Antacid,110,0,0,65
2025-05-05,Clarkson's Pharma,M117,BP Tablet,Cardiac,320,1,0,82
2025-07-17,Clarkson's Pharma,M102,Crocin,Painkiller,35,1,0,109
2025-05-05,Claire Drughouse,M115,Calcium Tablet,Supplement,250,1,0,90
2025-04-09,Lakshya Medicals,M103,Dolo 650,Painkiller,30,1,0,92
2025-11-16,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,0,0,80
2025-05-29,Chen Drugstore,M106,Insulin,Diabetes,550,0,0,49
2025-05-03,Lakshya Medicals,M110,Cetirizine,Allergy,40,0,0,89
2025-01-18,Clarkson's Pharma,M117,BP Tablet,Cardiac,320,0,1,90
2025-06-08,Clarkson's Pharma,M117,BP Tablet,Cardiac,320,0,0,84
2025-01-07,Clarkson's Pharma,M103,Dolo 650,Painkiller,30,0,0,80
2025-08-18,Apollo Pharmacy,M107,Metformin,Diabetes,80,0,1,98
2025-12-05,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,0,0,63
2025-09-15,Claire Drughouse,M101,Paracetamol,Painkiller,25,0,0,88
2025-05-27,SmartMed Pharmacy,M101,Paracetamol,Painkiller,25,0,0,66
2025-12-15,BMS Pharmacy,M118,Asthma Inhaler,Respiratory,450,1,0,72
2025-04-01,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,1,1,114
2025-01-06,SmartMed Pharmacy,M113,Digene,Antacid,60,0,0,78
2025-01-18,City Medicals,M109,Azithromycin,Antibiotic,220,0,0,91
2025-10-20,City Medicals,M109,Azithromycin,Antibiotic,220,0,0,71
2025-03-13,HealthMart,M119,Eye Drops,Eye Care,160,1,0,101
2025-10-21,Chen Drugstore,M110,Cetirizine,Allergy,40,0,0,76
2025-06-04,Sara Medicos,M119,Eye Drops,Eye Care,160,1,0,95
2025-10-31,Lakshya Medicals,M113,Digene,Antacid,60,0,0,64
2025-04-09,City Medicals,M115,Calcium Tablet,Supplement,250,1,0,101
2025-09-02,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,1,0,90
2025-01-17,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,1,0,74
2025-12-06,City Medicals,M109,Azithromycin,Antibiotic,220,0,0,76
2025-04-17,Chen Drugstore,M112,Cough Syrup,Cough,140,0,0,70
2025-11-03,Sara Medicos,M101,Paracetamol,Painkiller,25,0,0,78
2025-05-17,Sara Medicos,M113,Digene,Antacid,60,0,1,110
2025-03-17,HealthMart,M108,Amoxicillin,Antibiotic,180,1,0,86
2025-08-30,Chen Drugstore,M110,Cetirizine,Allergy,40,1,0,114
2025-11-07,City Medicals,M113,Digene,Antacid,60,0,0,74
2025-11-21,Lakshya Medicals,M116,Iron Tablet,Supplement,180,0,0,84
2025-03-16,City Medicals,M103,Dolo 650,Painkiller,30,0,0,74
2025-07-26,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,0,104
2025-07-30,SmartMed Pharmacy,M113,Digene,Antacid,60,0,0,91
2025-10-21,BMS Pharmacy,M112,Cough Syrup,Cough,140,0,0,76
2025-05-14,Lakshya Medicals,M117,BP Tablet,Cardiac,320,1,0,75
2025-09-16,Clarkson's Pharma,M106,Insulin,Diabetes,550,0,0,55
2025-03-27,BMS Pharmacy,M113,Digene,Antacid,60,1,0,112
2025-02-26,Chen Drugstore,M116,Iron Tablet,Supplement,180,1,0,82
2025-04-07,Lakshya Medicals,M105,ORS,Hydration,25,0,0,70
2025-11-17,Claire Drughouse,M110,Cetirizine,Allergy,40,0,0,89
2025-12-27,HealthMart,M108,Amoxicillin,Antibiotic,180,0,0,82
2025-03-11,Apollo Pharmacy,M107,Metformin,Diabetes,80,0,0,64
2025-06-23,SmartMed Pharmacy,M106,Insulin,Diabetes,550,0,0,66
2025-01-14,City Medicals,M102,Crocin,Painkiller,35,1,0,89
2025-08-18,Lakshya Medicals,M102,Crocin,Painkiller,35,1,0,103
2025-09-24,Claire Drughouse,M101,Paracetamol,Painkiller,25,0,1,83
2025-09-24,Sara Medicos,M101,Paracetamol,Painkiller,25,0,0,82
2025-08-25,Apollo Pharmacy,M107,Metformin,Diabetes,80,1,0,84
2025-08-10,City Medicals,M103,Dolo 650,Painkiller,30,0,0,103
2025-12-30,Apollo Pharmacy,M106,Insulin,Diabetes,550,0,0,59
2025-08-25,City Medicals,M102,Crocin,Painkiller,35,0,1,82
2025-03-29,BMS Pharmacy,M103,Dolo 650,Painkiller,30,1,0,121
2025-02-20,BMS Pharmacy,M105,ORS,Hydration,25,0,0,75
2025-09-10,BMS Pharmacy,M113,Digene,Antacid,60,1,0,88
2025-03-30,BMS Pharmacy,M113,Digene,Antacid,60,1,0,116
2025-02-17,BMS Pharmacy,M116,Iron Tablet,Supplement,180,0,0,61
2025-08-09,Clarkson's Pharma,M107,Metformin,Diabetes,80,0,0,81
2025-11-25,Clarkson's Pharma,M120,Hand Sanitizer,Hygiene,90,0,0,77
2025-08-13,City Medicals,M105,ORS,Hydration,25,0,0,86
2025-11-24,Lakshya Medicals,M109,Azithromycin,Antibiotic,220,1,0,91
2025-03-29,Chen Drugstore,M115,Calcium Tablet,Supplement,250,0,0,88
2025-03-09,Apollo Pharmacy,M102,Crocin,Painkiller,35,1,0,111
2025-02-17,BMS Pharmacy,M113,Digene,Antacid,60,1,0,108
2025-06-18,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,1,1,114
2025-02-04,Lakshya Medicals,M112,Cough Syrup,Cough,140,1,0,94
2025-04-28,Apollo Pharmacy,M113,Digene,Antacid,60,0,0,72
2025-03-07,Sara Medicos,M114,Pantoprazole,Antacid,110,0,0,89
2025-03-03,Lakshya Medicals,M118,Asthma Inhaler,Respiratory,450,0,0,58
2025-01-08,Chen Drugstore,M119,Eye Drops,Eye Care,160,0,0,75
2025-06-01,Apollo Pharmacy,M118,Asthma Inhaler,Respiratory,450,1,0,74
2025-04-19,Clarkson's Pharma,M110,Cetirizine,Allergy,40,1,0,100
2025-07-27,Apollo Pharmacy,M113,Digene,Antacid,60,0,0,77
2025-04-25,Lakshya Medicals,M110,Cetirizine,Allergy,40,0,0,66
2025-10-24,Claire Drughouse,M120,Hand Sanitizer,Hygiene,90,0,0,74
2025-06-27,HealthMart,M106,Insulin,Diabetes,550,0,0,67
2025-01-10,Sara Medicos,M108,Amoxicillin,Antibiotic,180,0,0,82
2025-07-31,HealthMart,M105,ORS,Hydration,25,0,0,85
2025-04-13,Chen Drugstore,M107,Metformin,Diabetes,80,1,0,100
2025-06-22,Claire Drughouse,M117,BP Tablet,Cardiac,320,0,0,62
2025-01-15,City Medicals,M106,Insulin,Diabetes,550,0,0,64
2025-10-24,City Medicals,M107,Metformin,Diabetes,80,0,0,87
2025-11-01,Chen Drugstore,M106,Insulin,Diabetes,550,1,0,70
2025-04-22,Apollo Pharmacy,M119,Eye Drops,Eye Care,160,1,1,101
2025-01-09,Chen Drugstore,M110,Cetirizine,Allergy,40,0,0,91
2025-05-28,SmartMed Pharmacy,M118,Asthma Inhaler,Respiratory,450,1,0,85
2025-04-08,Chen Drugstore,M102,Crocin,Painkiller,35,0,0,84
2025-04-14,Sara Medicos,M116,Iron Tablet,Supplement,180,0,0,65
2025-12-25,SmartMed Pharmacy,M116,Iron Tablet,Supplement,180,1,0,90
2025-10-04,Claire Drughouse,M104,Vitamin C,Vitamin,120,0,1,102
2025-12-28,Claire Drughouse,M118,Asthma Inhaler,Respiratory,450,0,1,87
2025-03-02,Claire Drughouse,M112,Cough Syrup,Cough,140,0,0,88
2025-01-17,HealthMart,M105,ORS,Hydration,25,0,0,64
2025-11-14,SmartMed Pharmacy,M106,Insulin,Diabetes,550,0,0,51
2025-04-12,Clarkson's Pharma,M108,Amoxicillin,Antibiotic,180,1,0,92
2025-07-16,City Medicals,M113,Digene,Antacid,60,1,0,87
2025-10-13,BMS Pharmacy,M107,Metformin,Diabetes,80,0,0,86
2025-02-26,Clarkson's Pharma,M102,Crocin,Painkiller,35,1,0,86
2025-07-02,HealthMart,M108,Amoxicillin,Antibiotic,180,1,0,103
2025-12-26,BMS Pharmacy,M118,Asthma Inhaler,Respiratory,450,1,0,89
2025-04-30,Chen Drugstore,M108,Amoxicillin,Antibiotic,180,1,0,88
2025-06-08,BMS Pharmacy,M105,ORS,Hydration,25,1,0,103
2025-03-19,Lakshya Medicals,M119,Eye Drops,Eye Care,160,0,0,82
2025-09-09,BMS Pharmacy,M103,Dolo 650,Painkiller,30,0,0,66
2025-11-15,SmartMed Pharmacy,M119,Eye Drops,Eye Care,160,1,1,118
2025-05-25,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,0,0,87
2025-10-13,Lakshya Medicals,M115,Calcium Tablet,Supplement,250,0,0,64
2025-06-17,SmartMed Pharmacy,M106,Insulin,Diabetes,550,0,0,40
2025-09-04,Apollo Pharmacy,M106,Insulin,Diabetes,550,0,1,64
2025-07-25,BMS Pharmacy,M106,Insulin,Diabetes,550,1,0,73
2025-06-29,Sara Medicos,M115,Calcium Tablet,Supplement,250,0,0,71
2025-02-13,Lakshya Medicals,M114,Pantoprazole,Antacid,110,0,0,71
2025-08-01,Chen Drugstore,M107,Metformin,Diabetes,80,0,1,95
2025-10-17,Apollo Pharmacy,M106,Insulin,Diabetes,550,1,0,65
2025-06-23,HealthMart,M110,Cetirizine,Allergy,40,1,0,89
2025-07-24,SmartMed Pharmacy,M111,Benadryl,Cough,90,0,0,83
2025-07-01,Claire Drughouse,M119,Eye Drops,Eye Care,160,1,0,82
2025-09-14,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,0,0,75
2025-06-19,Sara Medicos,M116,Iron Tablet,Supplement,180,1,0,94
2025-05-15,SmartMed Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,0,97
2025-06-05,Apollo Pharmacy,M106,Insulin,Diabetes,550,0,0,57
2025-03-14,SmartMed Pharmacy,M111,Benadryl,Cough,90,0,0,76
2025-07-05,Apollo Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,81
2025-11-30,Chen Drugstore,M109,Azithromycin,Antibiotic,220,0,0,72
2025-01-01,Apollo Pharmacy,M102,Crocin,Painkiller,35,1,0,93
2025-06-20,Lakshya Medicals,M113,Digene,Antacid,60,0,0,68
2025-04-10,Apollo Pharmacy,M111,Benadryl,Cough,90,0,0,81
2025-07-06,SmartMed Pharmacy,M116,Iron Tablet,Supplement,180,0,0,73
2025-06-23,Claire Drughouse,M112,Cough Syrup,Cough,140,0,0,70
2025-10-18,SmartMed Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,80
2025-09-18,Lakshya Medicals,M120,Hand Sanitizer,Hygiene,90,1,0,110
2025-07-01,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,88
2025-03-10,Chen Drugstore,M113,Digene,Antacid,60,1,0,94
2025-05-16,Chen Drugstore,M104,Vitamin C,Vitamin,120,1,1,112
2025-02-10,City Medicals,M115,Calcium Tablet,Supplement,250,0,0,69
2025-06-20,Chen Drugstore,M105,ORS,Hydration,25,0,0,87
2025-01-05,Lakshya Medicals,M116,Iron Tablet,Supplement,180,0,0,93
2025-11-10,Chen Drugstore,M111,Benadryl,Cough,90,0,0,77
2025-01-11,Clarkson's Pharma,M113,Digene,Antacid,60,0,0,93
2025-11-03,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,80
2025-05-12,Claire Drughouse,M109,Azithromycin,Antibiotic,220,0,0,69
2025-06-21,HealthMart,M103,Dolo 650,Painkiller,30,1,0,111
2025-02-28,BMS Pharmacy,M110,Cetirizine,Allergy,40,0,0,66
